Id,Reservation Date,Franchisee Name ,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Park Advisory,Historic Landmark Advisory,Scenic Landmark Advisory,BID Advisory,School Advisory,Construction Completed? (Y/N),Zipcode,Community Board,Council District
19516,08/07/2018,Extenet II,UTILITY,Brooklyn,996495,159671,40.6049280,-73.9559020,B,Moore Pl,E17 ST,E16 ST,,,,,PS 255,N,11229,315,48
19515,08/07/2018,Extenet II,UTILITY,Brooklyn,998447,161966,40.6112240,-73.9488670,B,Bedford Ave,Ave P,Quentin Rd,,,,,,N,11229,315,48
19359,06/04/2018,Mobilitie I,UTILITY,Brooklyn,999533,158774,40.6024610,-73.9449630,B,Avenue T,E 27th St,E 28th St,,,,,,Y,11229,315,48
18651,01/26/2018,ZenFi,CITY,Brooklyn,997705,157611,40.5992720,-73.9515480,B,Ocean Avenue,Avenue U,Avenue V,,,,,,Y,11229,315,48
17188,12/06/2017,Mobilitie I,UTILITY,Brooklyn,998878,161298,40.6093900,-73.9473160,B,Quentin Rd,E 26th St,E 27th St,,,,,,Y,11229,315,48
16751,01/08/2018,Mobilitie II,CITY,Brooklyn,996938,161066,40.6087560,-73.9543040,B,Quentin Road,E 19th Street,Ocean Avenue,,,,,,Y,11229,315,48
16750,01/08/2018,Mobilitie II,CITY,Brooklyn,994954,161517,40.6099970,-73.9614490,B,Avenue P,E 12th Street,Coney Island Avenue,,,,,,Y,11229,315,48
16655,11/28/2017,Extenet II,UTILITY,Brooklyn,996574,157455,40.5988450,-73.9556210,B,Avenue U,East 16th St,East 15th St,,,,,,N,11229,315,48
16654,11/28/2017,Extenet II,UTILITY,Brooklyn,995821,155753,40.5941750,-73.9583360,B,Gravesend Neck Rd,Homecrest Ave,East 13th St,,,,,,N,11229,315,48
15668,01/08/2018,Mobilitie II,CITY,Brooklyn,997639,160201,40.6063810,-73.9517810,B,Avenue R,E 21st Street,Ocean Avenue,,,,,,N,11229,315,48
15638,01/08/2018,Mobilitie II,CITY,Brooklyn,997727,155211,40.5926840,-73.9514740,B,Avenue X,E 19th Street,E 18th Street,,,,,,N,11229,315,48
15393,11/22/2017,Mobilitie I,CITY,Brooklyn,997532,159382,40.6041330,-73.9521680,B,Ocean Avenue,Avenue S,Avenue R,,,,,,Y,11229,315,48
15390,11/22/2017,Mobilitie I,CITY,Brooklyn,997673,155993,40.5948310,-73.9516670,B,Avenue W,E 19th Street,Ocean Avenue,,,,,,Y,11229,315,48
15359,11/22/2017,Mobilitie I,CITY,Brooklyn,995710,159920,40.6056120,-73.9587290,B,Avenue R,E 14th Street,E 13th Street,,,,,,Y,11229,315,48
15352,11/22/2017,Mobilitie I,CITY,Brooklyn,998707,158655,40.6021360,-73.9479380,B,Avenue T,E 24th Street,Bedford Avenue,,,,,,Y,11229,315,48
15351,11/22/2017,Mobilitie I,CITY,Brooklyn,996759,160073,40.6060310,-73.9549500,B,Avenue R,E 18th Street,E 17th Street,,,,,,Y,11229,315,48
15350,11/22/2017,Mobilitie I,CITY,Brooklyn,997052,158416,40.6014820,-73.9538980,B,Avenue T,E 18th Street,E 19th Street,,,,,,Y,11229,315,48
15348,11/22/2017,Mobilitie I,CITY,Brooklyn,996581,157510,40.5989960,-73.9555960,B,Avenue U,E 16th Street,E 15th Street,,,,,,Y,11229,315,48
14451,12/29/2016,Mobilitie I,UTILITY,Brooklyn,995858,161028,40.6086530,-73.9581940,B,E 15th St,Kings Highway,Avenue R,,,,Kings Highway BID,,Y,11229,315,48
14433,12/29/2016,Mobilitie I,UTILITY,Brooklyn,996657,159249,40.6037690,-73.9553190,B,Avenue S,E 17th St,E 18th st,,,,,"PS 255,CUNNINGHAM JHS",Y,11229,315,48
13869,10/24/2016,Mobilitie II,CITY,Brooklyn,997931,158546,40.6018380,-73.9507330,B,Avenue T,E 21st St,E 22nd St,,,,,,Y,11229,315,48
13801,10/24/2016,Mobilitie II,CITY,Brooklyn,1002345,155880,40.5945120,-73.9348440,B,Avenue X,Bragg St,Brigham St,,,,,,Y,11229,315,48
13797,10/24/2016,Mobilitie II,CITY,Brooklyn,998345,155300,40.5929280,-73.9492490,B,Avenue X,E 21st St,Ocean Ave,,,,,,Y,11229,315,48
13538,09/23/2016,Mobilitie I,UTILITY,Brooklyn,997769,161194,40.6091060,-73.9513110,B,E 22nd St,Quentin Rd,Avenue P,,,,,,Y,11229,315,48
18131,12/29/2017,Crown Castle NG,UTILITY,Brooklyn,995054,158075,40.6005490,-73.9610940,B,Avenue T,Coney Island Ave,E 12th St,,,,,,N,11223,315,48
17612,12/29/2017,Extenet II,CITY,Brooklyn,995066,157302,40.5984270,-73.9610520,B,Coney Island Ave,Ave U,Ave T,,,,,,N,11223,315,48
13866,10/24/2016,Mobilitie II,CITY,Brooklyn,994294,158907,40.6028340,-73.9638300,B,Avenue S,E 8th St,E 9th St,,,,,,Y,11223,315,48
20853,02/14/2019,Mobilitie I,UTILITY,Brooklyn,997000,154664,40.5911840,-73.9540930,B,E 16th St,Avenue Y,Avenue X,,,,,,N,11235,315,48
18424,01/18/2018,ExteNet I,CITY,Brooklyn,1002733,152081,40.5840840,-73.9334580,B,Emmons Ave,Coyle St,Bragg St,,,,,,Y,11235,315,48
17614,12/29/2017,Extenet II,CITY,Brooklyn,999327,152481,40.5851880,-73.9457190,B,Shore Pkwy,Dooley St,E 22nd St,,,,,,N,11235,315,48
17611,12/29/2017,Extenet II,CITY,Brooklyn,995305,153222,40.5872280,-73.9601980,B,Coney Island Ave,Ave Z,Shore Pkwy,,,,,,N,11235,315,48
16657,11/28/2017,Extenet II,UTILITY,Brooklyn,997471,153259,40.5873270,-73.9523990,B,E 17th St,Jerome Ave,Avenue Z,GREENSTREET,,,,,N,11235,315,48
15389,11/22/2017,Mobilitie I,CITY,Brooklyn,999951,151973,40.5837930,-73.9434740,B,Emmons Avenue,Bedford Avenue,E 26th Street,,,,,,Y,11235,315,48
15358,11/22/2017,Mobilitie I,CITY,Brooklyn,997143,152243,40.5845390,-73.9535820,B,Shore Parkway,E 15th Street,E 16th Street,,,,,,Y,11235,315,48
15346,11/22/2017,Mobilitie I,CITY,Brooklyn,1002212,153015,40.5866490,-73.9353310,B,Shore Parkway,Ford Street,Coyle Street,,,,,,Y,11235,315,48
15345,11/22/2017,Mobilitie I,CITY,Brooklyn,1000960,154441,40.5905650,-73.9398350,B,Nostrand Avenue,Avenue Z,Avenue Y,,,,,,Y,11235,315,48
14442,12/29/2016,Mobilitie I,UTILITY,Brooklyn,997775,153359,40.5876010,-73.9513050,B,E 18th St,Jermome Ave,Avenue Z,,,,,,N,11235,315,48
14424,11/22/2016,Mobilitie I,UTILITY,Brooklyn,996551,153462,40.5878850,-73.9557120,B,Avenue Z,Sheepshead Bay Rd,E 14th St,,,,,,Y,11235,315,48
14080,10/24/2016,Mobilitie II,CITY,Brooklyn,1000859,155146,40.5925000,-73.9401970,B,Nostrand Ave,Avenue Y,Avenue X,,,,,,Y,11235,315,48
14047,10/24/2016,Mobilitie II,CITY,Brooklyn,1003639,152252,40.5845510,-73.9301950,B,Emmons Ave,Shore Parkway,Knapp St,,,,,,Y,11235,315,48
13526,09/23/2016,Mobilitie I,UTILITY,Brooklyn,1001805,152129,40.5842180,-73.9367980,B,Brown St,Emmons Ave,Shore Pkwy,,,,,,Y,11235,315,48
21863,08/10/2019,Mobilitie I,CITY,Brooklyn,998647,164324,40.6176960,-73.9481420,B,E 27 Street,Avenue N,Avenue M,,,,,,Y,11210,314,48
16755,01/08/2018,Mobilitie II,CITY,Brooklyn,996785,164624,40.6185220,-73.9548480,B,Avenue M,Ocean Avenue,E 21st Street,,,,,,Y,11210,314,48
19068,03/12/2018,ZenFi,UTILITY,Brooklyn,995410,164376,40.6178430,-73.9598010,B,Elm Ave,E 15th St,Buckingham Rd,,,,,,Y,11230,314,48
16752,01/08/2018,Mobilitie II,CITY,Brooklyn,996638,162723,40.6133050,-73.9553810,B,Avenue O,E 19th Street,E 18th Street,,,,,,Y,11230,314,48
15622,11/22/2017,Mobilitie I,CITY,Brooklyn,996110,164522,40.6182430,-73.9572800,B,Avenue M,E 18th Street,E 17th STreet,,,,,,Y,11230,314,48
15536,11/22/2017,Mobilitie I,CITY,Brooklyn,996820,163733,40.6160770,-73.9547240,B,Ocean Avenue,Avenue N,Avenue O,,,,,,N,11230,314,48
14058,10/24/2016,Mobilitie II,CITY,Brooklyn,997085,161919,40.6110970,-73.9537730,B,Ocean Ave,Avenue P,Avenue O,,,,,,Y,11230,314,48
13994,10/24/2016,Mobilitie II,CITY,Brooklyn,994927,163511,40.6154700,-73.9615430,B,Avenue N,E 13th St,E 12th St,,,,,,Y,11230,314,48
17779,12/22/2017,Crown Castle Fiber,CITY,Brooklyn,1008483,177783,40.6546170,-73.9126640,B,Rockaway Pkwy,Linden Blvd,Church Ave,,,,,,N,11212,317,42
16912,01/08/2018,Mobilitie II,CITY,Brooklyn,1007716,177717,40.6544380,-73.9154290,B,Linden Boulevard,E 95th Street,E 96th Street,,,,,,Y,11212,317,42
15669,01/08/2018,Mobilitie II,CITY,Brooklyn,1006560,178190,40.6557390,-73.9195930,B,Willmohr Street,E 93rd Street,E 92nd Street,,,,,,Y,11212,317,42
18142,12/29/2017,Crown Castle NG,UTILITY,Brooklyn,1008778,176891,40.6521680,-73.9116040,B,E 96th St,Avenue B,Ditmas Ave,,,,,,N,11236,317,42
18141,12/29/2017,Crown Castle NG,UTILITY,Brooklyn,1009119,176403,40.6508270,-73.9103770,B,Ditmas Ave,E 96th St,E 95th St,,,,,,N,11236,317,42
15693,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1008015,177354,40.6534410,-73.9143530,B,E 95th St,Avenue A,Avenue B,,,,,,N,11236,317,42
18615,01/16/2018,Crown Castle NG,UTILITY,Brooklyn,1010708,178512,40.6566110,-73.9046420,C,Hegeman Ave,Watkins St,Osborn St,,,,,,N,11212,316,42
18145,12/29/2017,Crown Castle NG,UTILITY,Brooklyn,1008679,179317,40.6588270,-73.9119520,C,Amboy St,Newport St,Lott Ave,,,,,,N,11212,316,42
18144,12/29/2017,Crown Castle NG,UTILITY,Brooklyn,1009912,178788,40.6573710,-73.9075100,C,Rockaway Ave,Lott Ave,Hegeman Ave,,,,,,N,11212,316,42
16978,01/20/2018,Mobilitie II,CITY,Brooklyn,1011189,179235,40.6585940,-73.9029060,C,Loft Avenue,Christopher Avenue,Sackman Street,,,,,,Y,11212,316,42
16639,12/01/2017,ExteNet I,CITY,Brooklyn,1010826,178021,40.6552630,-73.9042190,C,Linden Blvd,Watkins St,Osborn St,,,,,,N,11212,316,42
16617,11/28/2017,Crown Castle NG,UTILITY,Brooklyn,1010681,179765,40.6600510,-73.9047350,C,Newport St,Mother Gaston Blvd,Watkins St,,,,,PUBLIC SCHOOL 184,N,11212,316,42
15703,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1009768,179585,40.6595590,-73.9080260,C,Newport St,Rockaway Ave,Thatford Ave,United Community Centers Youth Farm,,,,,N,11212,316,42
15701,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1008142,179369,40.6589710,-73.9138880,C,Strauss St,Newport St,Riverdale Ave,,,,,,N,11212,316,42
14735,05/12/2017,Mobilitie II,CITY,Brooklyn,1009767,179531,40.6594110,-73.9080300,C,Rockaway Avenue,Newport Street,Lott Avenue,,,,,,Y,11212,316,42
14734,05/12/2017,Mobilitie II,CITY,Brooklyn,1009308,178866,40.6575870,-73.9096870,C,Lott Avenue,Bristol Street,Thomas S Boyland Street,,,,,,Y,11212,316,42
14733,05/12/2017,Mobilitie II,CITY,Brooklyn,1009940,178415,40.6563470,-73.9074110,C,Rockaway Avenue,Hegeman Avenue,Lott Avenue,,,,,,Y,11212,316,42
14062,11/05/2016,Mobilitie II,CITY,Brooklyn,1008047,179829,40.6602340,-73.9142280,C,Riverdale Ave,Strauss St,Saratoga Ave,,,,,,Y,11212,316,42
13545,09/28/2016,Mobilitie I,UTILITY,Brooklyn,1011245,178660,40.6570160,-73.9027060,C,Hegeman Ave,Christopher Ave,Mother Gaston Blvd,,,,,,N,11212,316,42
17172,12/05/2017,Extenet II,UTILITY,Brooklyn,1009561,177632,40.6541990,-73.9087800,C,Bristal St,Linden Blvd,Ditmas St,,,,,,N,11236,316,42
15700,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1010100,177597,40.6541020,-73.9068370,C,Rockaway Ave,Linden Blvd,Ditmas Ave,,,,,,N,11236,316,42
14732,05/12/2017,Mobilitie II,CITY,Brooklyn,1009605,177657,40.6542680,-73.9086210,C,Linden Blvd,Bristol Street,Chester Street,,,,,THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER SCHOOL,Y,11236,316,42
18451,01/18/2018,ExteNet I,CITY,Brooklyn,1013305,176555,40.6512320,-73.8952910,B,E 108th St,Farragut Rd,Glenwood Rd,,,,,,Y,11236,318,42
18450,01/18/2018,ExteNet I,CITY,Brooklyn,1011768,177164,40.6529080,-73.9008280,B,E 105th St,Foster Ave,Ave D,,,,,,Y,11236,318,42
17606,12/29/2017,Extenet II,CITY,Brooklyn,1013019,175806,40.6491770,-73.8963250,B,Glenwood Rd,E 105th St,E 108th St,,,,,,N,11236,318,42
16840,01/08/2018,Mobilitie II,CITY,Brooklyn,1014069,175775,40.6490880,-73.8925410,B,Flatlands Avenue,E 108th Street,Williams Avenue,,,,,,N,11236,318,42
16838,01/08/2018,Mobilitie II,CITY,Brooklyn,1010890,175855,40.6493180,-73.9039970,B,Foster Avenue,E 99th Street,E 100th Street,,,,,,Y,11236,318,42
16653,11/28/2017,Extenet II,UTILITY,Brooklyn,1012393,176110,40.6500130,-73.8985800,B,E 104th th St,Farragut Rd,Glenwood Rd,,,,,,N,11236,318,42
15357,11/22/2017,Mobilitie I,CITY,Brooklyn,1013314,175120,40.6472930,-73.8952650,B,Flatlands Avenue,E 104th Street,E105th Street,,,,,,Y,11236,318,42
15356,11/22/2017,Mobilitie I,CITY,Brooklyn,1013002,175701,40.6488890,-73.8963870,B,Glenwood Road,E 105th Street,E 104th Street,,,,,,Y,11236,318,42
23002,01/02/2020,ZenFi,UTILITY,Brooklyn,1018862,182733,40.6681690,-73.8752330,B,Milford st,Dumont Av,Hegeman Av,,,,,,N,11208,305,42
20312,08/02/2018,Crown Castle NG,UTILITY,Queens,1023887,183189,40.6693990,-73.8571170,B,Sapphire St,Linden Blvd,Loring Ave,,,,,,N,11208,305,42
19512,07/20/2018,Extenet II,UTILITY,Brooklyn,1018050,184064,40.6718250,-73.8781530,B,Sutter Ave,Atkins Ave,Montauk Ave,,,,,,N,11208,305,42
18150,12/29/2017,Crown Castle NG,UTILITY,Brooklyn,1018939,184810,40.6738700,-73.8749450,B,Fountain Ave,Belmont Ave,Pitkin Ave,,,,,,N,11208,305,42
18149,12/29/2017,Crown Castle NG,UTILITY,Brooklyn,1021482,184720,40.6736120,-73.8657780,B,Sutter Ave,Sheridan Ave,Lincoln Ave,,,,,,N,11208,305,42
17195,12/06/2017,Mobilitie I,UTILITY,Brooklyn,1020024,183858,40.6712520,-73.8710380,B,Euclid Ave,Blake Ave,Dumont Ave,,,,,,Y,11208,305,42
16980,01/20/2018,Mobilitie II,CITY,Brooklyn,1018953,178966,40.6578290,-73.8749240,B,Elton Street,Flatlands Avenue,Cozine Avenue,,,,,,Y,11208,305,42
16951,01/20/2018,Mobilitie II,CITY,Brooklyn,1020522,185482,40.6757080,-73.8692340,B,Pitkin Avenue,Hemlock Street,Crescent Avenue,,,,,,Y,11208,305,42
16650,11/28/2017,Extenet II,UTILITY,Brooklyn,1021178,179881,40.6603310,-73.8669000,B,Fountain Ave,Flatland Ave,Vandalia Ave,Spring Creek Park,,,,,N,11208,305,42
16618,11/28/2017,Crown Castle NG,UTILITY,Brooklyn,1021308,181624,40.6651150,-73.8664220,B,Hemlock St,Stanley Ave,Wortman Ave,,,,,PS 224 NR HEMLOCK,N,11208,305,42
16081,12/21/2017,Crown Castle NG,CITY,Brooklyn,1022285,183120,40.6692170,-73.8628920,B,Eldert Ln,Linden Blvd,Loring Ave,,,,,,N,11208,305,42
15723,11/14/2017,Crown Castle NG,UTILITY,Brooklyn,1019066,183939,40.6714780,-73.8744910,B,Fountain Ave,Blake Ave,Sutter Ave,,,,,,N,11208,305,42
15722,11/14/2017,Crown Castle NG,UTILITY,Brooklyn,1022460,183923,40.6714200,-73.8622570,B,Forbell St,Dumont Ave,Blake Ave,,,,,,N,11208,305,42
15721,11/14/2017,Crown Castle NG,UTILITY,Brooklyn,1020870,183915,40.6714050,-73.8679880,B,Hemlock St,Blake Ave,Dumont Ave,,,,,,N,11208,305,42
15720,11/14/2017,Crown Castle NG,UTILITY,Brooklyn,1020485,182961,40.6687880,-73.8693810,B,Pine st,Linden Blvd,Dumont Ave,,,,,,N,11208,305,42
15708,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1023956,182829,40.6684110,-73.8568700,B,78th St,Loring Ave,Dead End,,,,,,N,11208,305,42
15705,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1021407,182530,40.6676010,-73.8660600,B,Autumn Ave,Loring Ave,Linden Blvd,,,,,,N,11208,305,42
15704,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1020646,182323,40.6670360,-73.8688040,B,Pine st,Loring Ave,Linden Blvd,,,,,,N,11208,305,42
14688,04/27/2017,Mobilitie I,CITY,Brooklyn,1019713,184431,40.6728260,-73.8721570,B,Sutter Avenue,Doscher Street,Chestnut St,,,,,,Y,11208,305,42
14516,01/30/2017,Mobilitie I,UTILITY,Brooklyn,1017666,181764,40.6655140,-73.8795490,B,Linwood St,Hegeman Ave,New Lots Ave,,,,,,Y,11208,305,42
14513,01/30/2017,Mobilitie I,UTILITY,Brooklyn,1021296,181727,40.6653980,-73.8664650,B,Hemlock street,Stanley Ave,Workman ave,Woodruff Playground,,,,PS 224 NR HEMLOCK,Y,11208,305,42
14447,12/29/2016,Mobilitie I,UTILITY,Brooklyn,1017240,182739,40.6681920,-73.8810800,B,Linwood St,Dumont Ave,New Lots Ave,,,,,,Y,11208,305,42
14066,11/05/2016,Mobilitie II,CITY,Brooklyn,1019550,185297,40.6752040,-73.8727390,B,Pitkin Ave,Doscher St,Chestnut St,,,,,,Y,11208,305,42
14026,11/05/2016,Mobilitie II,CITY,Brooklyn,1020991,185649,40.6761640,-73.8675430,B,S Conduit Blvd,Pitkin Ave,Autmn Ave,,,,,,Y,11208,305,42
13546,09/28/2016,Mobilitie I,UTILITY,Brooklyn,1020359,182437,40.6673500,-73.8698380,B,Euclid Ave,Linden Blvd,Loring Ave,,,,,,N,11208,305,42
20773,01/22/2019,Crown Castle NG,UTILITY,Brooklyn,1015264,178160,40.6556300,-73.8882240,B,Wortman Ave,Pennsylvania Ave,New Jersey Ave,,,,,PS 4,N,11207,305,42
20137,08/02/2018,Crown Castle NG,UTILITY,Brooklyn,1014903,181819,40.6656750,-73.8895080,B,Miller Ave,Livonia Ave,Dumont Ave,,,,,,N,11207,305,42
19738,08/02/2018,Crown Castle NG,UTILITY,Brooklyn,1015162,181987,40.6661350,-73.8885740,B,Van Siclen Ave,Livonia Ave,Dumont Ave,,,,,,N,11207,305,42
18334,01/08/2018,Extenet II,UTILITY,Brooklyn,1016208,182545,40.6676630,-73.8848010,B,Dumont Ave,Warwick St,Jerome St,,,,,,N,11207,305,42
17881,12/31/2017,Crown Castle Fiber,CITY,Brooklyn,1015958,177836,40.6547390,-73.8857240,B,Cozine Ave,Vermont St,New Jersey Ave,,,,,,N,11207,305,42
16984,01/20/2018,Mobilitie II,CITY,Brooklyn,1015700,180489,40.6620210,-73.8866420,B,Hegeman Avenue,Van Siclen Avenue,Hendrix Street,,,,,,Y,11207,305,42
16983,01/20/2018,Mobilitie II,CITY,Brooklyn,1016471,179563,40.6594770,-73.8838670,B,Stanley Avenue,Hendrix Street,Van Siclen Avenue,,,,,,Y,11207,305,42
16960,01/20/2018,Mobilitie II,CITY,Brooklyn,1017018,180694,40.6625790,-73.8818900,B,Linden Boulevard,Warwick Street,Jerome Street,,,,,,Y,11207,305,42
16959,01/20/2018,Mobilitie II,CITY,Brooklyn,1013008,180756,40.6627630,-73.8963440,B,Riverdale Avenue,Alabama Avenue,Georgia Avenue,,,,,,Y,11207,305,42
16850,12/11/2017,Crown Castle Solutions,CITY,Brooklyn,1012774,182501,40.6675540,-73.8971800,B,Blake Ave,Alabama Ave,Georgia Ave,,,,,,N,11207,305,42
16649,11/28/2017,Extenet II,UTILITY,Brooklyn,1014540,180966,40.6633350,-73.8908210,B,Wyona St,Riverdale Ave,New Lots,,,,,,N,11207,305,42
16648,11/28/2017,Extenet II,UTILITY,Brooklyn,1014574,179324,40.6588280,-73.8907050,B,Pennsylvania Ave,Linden Blvd,Hegeman Ave,,,,,,N,11207,305,42
16644,12/01/2017,ExteNet I,CITY,Brooklyn,1013594,181557,40.6649600,-73.8942280,B,Pennsylvania Av,Livonia Ave,Dumont Ave,,,,,,N,11207,305,42
15714,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1014531,183723,40.6709020,-73.8908410,B,Miller Ave,Belmont Ave,Sutter Ave,,,,,,N,11207,305,42
15712,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1016069,182478,40.6674790,-73.8853020,B,Jerome St,Dumont St,Livonia Ave,,,,,,N,11207,305,42
15709,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1013588,179908,40.6604340,-73.8942570,B,Georgia Ave,New Lots Ave,Hegeman Ave,,,,,,N,11207,305,42
15648,12/01/2017,ExteNet I,CITY,Brooklyn,1013289,182604,40.6678350,-73.8953230,B,Blake Ave,Sheffield Ave,Pennsylvania Ave,,,,,,Y,11207,305,42
15558,12/01/2017,ExteNet I,CITY,Brooklyn,1015719,177279,40.6532110,-73.8865880,B,Pennsylvania Ave,Flatlands Ave,Cozine Ave,,,,,,Y,11207,305,42
15472,11/22/2017,Mobilitie I,CITY,Brooklyn,1015165,176703,40.6516320,-73.8885870,B,Flatlands Avenue,Alabama Avenue,Georgia Avenue,,,,,,Y,11207,305,42
14514,01/30/2017,Mobilitie I,UTILITY,Brooklyn,1016878,178426,40.6563550,-73.8824060,B,Cozine Ave,Van Siclen Ave,Schenck Ave,,,,,,N,11207,305,42
14453,12/29/2016,Mobilitie I,UTILITY,Brooklyn,1016431,181846,40.6657430,-73.8840000,B,New Lots Ave,Warwick St,Ashford St,,,,,,Y,11207,305,42
14445,12/29/2016,Mobilitie I,UTILITY,Brooklyn,1015753,184088,40.6719000,-73.8864340,B,Jerome St,Belmont Ave,Sutter Ave,,,,,,Y,11207,305,42
14299,10/28/2016,Mobilitie I,UTILITY,Brooklyn,1015378,183591,40.6705370,-73.8877880,B,Sutter Ave,Schenck Ave,Barbey St,Sutter Ballfields,,,,,Y,11207,305,42
14288,10/28/2016,Mobilitie I,UTILITY,Brooklyn,1016411,183233,40.6695500,-73.8840660,B,Ashford St,Blake Ave,Sutter Ave,,,,,,Y,11207,305,42
14286,10/28/2016,Mobilitie I,UTILITY,Brooklyn,1012296,180098,40.6609600,-73.8989130,B,Snediker Ave,Newport St,Riverdale Ave,,,,,,Y,11207,305,42
14056,11/05/2016,Mobilitie II,CITY,Brooklyn,1012362,182422,40.6673380,-73.8986650,B,Blake Ave,Williams Ave,Hinsdale St,,,,,,Y,11207,305,42
14035,11/05/2016,Mobilitie II,CITY,Brooklyn,1015960,179894,40.6603870,-73.8857070,B,Van Siclen Ave,Linden Blvd,Stanley Ave,,,,,VAN SICLEN COMMUNITY MIDDLE SCHOOL,Y,11207,305,42
13941,11/05/2016,Mobilitie II,CITY,Brooklyn,1016043,178538,40.6566650,-73.8854140,B,Wortman Ave,Vermont Street,Van Siclen Ave,,,,,,Y,11207,305,42
22032,08/14/2019,ExteNet I,CITY,Brooklyn,1016925,177669,40.6542770,-73.8822400,B,Van Siclen Ave,Flatlands Ave,Vandalia Ave,,,,,,N,11239,305,42
17034,12/01/2017,ExteNet I,CITY,Brooklyn,1020901,178236,40.6558170,-73.8679070,B,Erskine St,Schroeders Ave,Seaview Ave,,,,,,N,11239,305,42
17033,12/01/2017,ExteNet I,CITY,Brooklyn,1020340,176249,40.6503660,-73.8699400,B,Gateway Dr,Erskine St,Gateway Dr,Spring Creek Park,,,,,N,11239,305,42
17032,12/01/2017,ExteNet I,CITY,Brooklyn,1018959,176172,40.6501600,-73.8749170,B,Gateway Dr,Schroeders Ave,Gateway Dr,,,,,,N,11239,305,42
17031,12/01/2017,ExteNet I,CITY,Brooklyn,1018618,176835,40.6519810,-73.8761430,B,Gateway Dr,Schroeders Ave,Gateway Dr,Spring Creek Park,,,,,N,11239,305,42
16651,11/28/2017,Extenet II,UTILITY,Brooklyn,1021000,177522,40.6538570,-73.8675540,B,Erskine St,Gateway Dr,Schroeders Ave,,,,,,N,11239,305,42
16647,12/01/2017,ExteNet I,CITY,Brooklyn,1019499,177945,40.6550240,-73.8729620,B,Elton St,Schroeders Ave,Vandalia Ave,,,,,,N,11239,305,42
15620,12/01/2017,ExteNet I,CITY,Brooklyn,1020373,176381,40.6507280,-73.8698200,B,Gateway Drive,Site Dr,Erskine St,,,,,,Y,11239,305,42
19709,08/02/2018,Crown Castle NG,UTILITY,Staten_Island,928298,143288,40.5597920,-74.2013650,B,West Service Rd,Arden Ave,Arthur Kill Rd,,,,,,N,10314,503,51
19590,08/02/2018,Crown Castle NG,UTILITY,Staten_Island,930410,145860,40.5668640,-74.1937850,B,W Service Rd,Muldoon Ave,Muldoon Ave,,,,,,N,10314,503,51
22489,09/09/2019,ZenFi,UTILITY,Staten_Island,946894,141184,40.5541140,-74.1344280,B,Durant Ave,Kelvin Ave,Bay Ter,,,,,,Y,10306,503,51
20669,12/20/2018,ZenFi,UTILITY,Staten_Island,946130,140961,40.5534990,-74.1371770,B,Redgrave Av,O Gorman Av,Durant Av,,,,,,N,10306,503,51
20588,12/07/2018,ZenFi,UTILITY,Staten_Island,945007,146371,40.5683440,-74.1412490,B,Clarke Av,Mc Kinley Ave,Gianna Ct,,,,,,Y,10306,503,51
20273,08/02/2018,Crown Castle NG,UTILITY,Staten_Island,946635,141215,40.5541980,-74.1353610,B,Bay Terrace,Durant Ave,O Gorman Ave,,,,,,N,10306,503,51
19721,08/02/2018,Crown Castle NG,UTILITY,Staten_Island,942322,146389,40.5683810,-74.1509140,B,Arthur Kill Rd.,Franklin Ln.,Tanglewood Dr.,,,,,,N,10306,503,51
19619,08/02/2018,Crown Castle NG,UTILITY,Staten_Island,947352,144573,40.5634180,-74.1327990,B,Amboy Rd,Montreal Ave.,Fairbanks Ave.,,,,,,Y,10306,503,51
19615,08/02/2018,Crown Castle NG,UTILITY,Staten_Island,946552,142246,40.5570280,-74.1356650,B,S Railroad Ave,Justin Ave,Spratt Ave,,,,,,Y,10306,503,51
22999,01/02/2020,ZenFi,UTILITY,Staten_Island,944675,138664,40.5471880,-74.1423990,B,Great Kills Rd,Cottage Av,Ocean Rd,,,,,,Y,10308,503,51
22853,11/21/2019,ZenFi,UTILITY,Staten_Island,940498,141723,40.5555650,-74.1574490,B,Brookfield Ave,Leverett Ave,Genesee Ave,,,,,,Y,10308,503,51
22805,11/08/2019,ZenFi,UTILITY,Staten_Island,940430,138605,40.5470060,-74.1576730,B,Old Amboy Rd,Amboy Rd,Armstrong Ave,,,,South Shore BID,,Y,10308,503,51
22577,10/08/2019,Crown Castle NG,UTILITY,Staten_Island,939627,141221,40.5541820,-74.1605800,B,Armstrong Ave,Middle Loop Rd,Genesee Ave,,,,,,N,10308,503,51
