Id,Reservation Date,Franchisee Name ,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Park Advisory,Historic Landmark Advisory,Scenic Landmark Advisory,BID Advisory,School Advisory,Construction Completed? (Y/N),Zipcode,Community Board,Council District
12423,08/10/2016,Mobilitie I,CITY,Brooklyn,985124,187094,40.6802060,-73.9968490,B,Court St,1st Pl,2nd Pl,,,,,,N,11231,306,39
12422,08/10/2016,Mobilitie I,CITY,Brooklyn,984865,186524,40.6786420,-73.9977830,B,Court St,3rd Pl,4th Pl,,,,,,Y,11231,306,39
12557,08/10/2016,Mobilitie I,CITY,Brooklyn,986485,183436,40.6701660,-73.9919430,B,11th St,3rd Ave,4th Ave,,,,,,Y,11215,306,39
12430,08/10/2016,Mobilitie I,CITY,Brooklyn,987312,184869,40.6740990,-73.9889610,B,3rd Ave,6th St,3rd St,,,,,,Y,11215,306,39
12429,08/10/2016,Mobilitie I,CITY,Brooklyn,987124,185539,40.6759380,-73.9896390,B,3rd St,3rd Ave,Bond St,,,,,,Y,11215,306,39
11417,03/09/2016,Mobilitie I,CITY,Brooklyn,988950,181626,40.6651970,-73.9830580,B,7th Ave,12th St,11th St,,Park Slope Historic District Extension,,,,Y,11215,306,39
8495,10/21/2011,Crown Castle NG,CITY,Brooklyn,989648,184189,40.6722310,-73.9805410,B,6th Ave,2nd St,3rd St,,,,,,Y,11215,306,39
8494,10/21/2011,Crown Castle NG,CITY,Brooklyn,990570,182750,40.6682810,-73.9772180,B,8th Ave,5th St,4th St,,,,,,Y,11215,306,39
12238,08/10/2016,Mobilitie I,CITY,Brooklyn,990422,176363,40.6507500,-73.9777570,B,Greenwood ave,E 4th st,E 5th st,,,,,,Y,11218,307,39
11414,03/09/2016,Mobilitie I,CITY,Brooklyn,990029,177725,40.6544890,-73.9791730,B,19th St,11th Ave / Terrace Pl,20th St,,,,,,Y,11218,307,39
11413,03/09/2016,Mobilitie I,CITY,Brooklyn,990907,177137,40.6528740,-73.9760090,B,Prospect Ave,Reeve Pl,Vanderbilt St,,,,,,Y,11218,307,39
12420,08/10/2016,Mobilitie I,CITY,Brooklyn,986342,181692,40.6653790,-73.9924590,B,Prospect Ave,4th Ave,5th Ave,,,,,,Y,11215,307,39
11416,03/09/2016,Mobilitie I,CITY,Brooklyn,988865,180063,40.6609070,-73.9833660,B,8th Ave,Windsor Pl,Prospect Ave,,,,,,Y,11215,307,39
11415,03/09/2016,Mobilitie I,CITY,Brooklyn,990721,178645,40.6570140,-73.9766780,B,11th Ave,Sherman St,Windsor Pl,,,,,,Y,11215,307,39
12253,08/10/2016,Mobilitie I,CITY,Brooklyn,1001919,184048,40.6718280,-73.9363050,B,Sterling pl,Troy ave,Schenectady ave,,,,,,Y,11213,308,36
12252,08/10/2016,Mobilitie I,CITY,Brooklyn,1000337,184172,40.6721720,-73.9420070,B,Kingston ave,Sterling pl,Park pl,,Crown Heights North III Historic District,,,,Y,11213,308,36
8215,01/28/2011,Crown Castle NG,CITY,Brooklyn,1000425,185408,40.6755640,-73.9416870,B,Kingston Ave,Bergen St,St Marks Ave,,Crown Heights North Historic District,,,,Y,11213,308,36
8214,01/28/2011,Crown Castle NG,CITY,Brooklyn,1004281,185405,40.6755480,-73.9277860,B,Rochester Ave,Dean St,Bergen St,,,,,,Y,11213,308,36
12373,08/10/2016,Mobilitie I,CITY,Brooklyn,999291,186336,40.6781130,-73.9457730,B,Atlantic Ave,New York Ave,Brooklyn Ave,,,,,,Y,11216,308,36
8216,01/28/2011,Crown Castle NG,CITY,Brooklyn,999716,185742,40.6764820,-73.9442420,B,Brooklyn Ave,Dean St,Bergen St,,Crown Heights North Historic District,,,,Y,11216,308,36
8213,01/28/2011,Crown Castle NG,CITY,Brooklyn,1005078,185710,40.6763830,-73.9249110,B,Buffalo Ave,Pacific St,Atlantic Ave,,,,,,Y,11233,308,36
12380,08/10/2016,Mobilitie I,CITY,Brooklyn,1001900,186253,40.6778810,-73.9363670,B,Atlantic Ave,Troy Ave,Albany Ave,,,,,,Y,11213,303,36
8338,02/25/2011,Crown Castle NG,CITY,Brooklyn,1001630,186897,40.6796490,-73.9373390,B,Fulton St,Marcus Garvey Blvd,Troy Ave,,,,Bed-Stuy Gateway BID,,Y,11213,303,36
11486,03/09/2016,Mobilitie I,CITY,Brooklyn,1001188,193904,40.6988820,-73.9389150,B,PARK AVE,BROADWAY,Marcus Garvey Blvd,,,,,,Y,11206,303,36
11485,03/09/2016,Mobilitie I,CITY,Brooklyn,1000473,194191,40.6996710,-73.9414930,B,MARCUS GARVEY BLVD,BROADWAY,ELLERY ST,,,,,,Y,11206,303,36
11484,03/09/2016,Mobilitie I,CITY,Brooklyn,999360,193848,40.6987320,-73.9455080,B,DELMONICO PL,ELLERY ST,Park Ave.,,,,,,Y,11206,303,36
11480,03/09/2016,Mobilitie I,CITY,Brooklyn,998677,193794,40.6985850,-73.9479710,B,ELLERY ST,TOMPKINS AVE,Marcy Ave.,,,,,,Y,11206,303,36
11479,03/09/2016,Mobilitie I,CITY,Brooklyn,998348,192385,40.6947180,-73.9491600,B,MARCY AVE,VERNON AVE,MYRTLE AVE,,,,,,Y,11206,303,36
11478,03/09/2016,Mobilitie I,CITY,Brooklyn,997628,193312,40.6972630,-73.9517550,B,PARK AVE,NOSTRAND AVE,Marcy Ave.,,,,,,Y,11206,303,36
12576,08/10/2016,Mobilitie I,CITY,Brooklyn,1001924,190205,40.6887280,-73.9362700,B,Lewis Ave,Quincy St,Lexington Ave,,,,,,Y,11221,303,36
12379,08/10/2016,Mobilitie I,CITY,Brooklyn,1000410,189424,40.6865870,-73.9417320,B,Throop Ave,Monroe St,Gates Ave,,,,,,Y,11221,303,36
11518,03/09/2016,Mobilitie I,CITY,Brooklyn,1004404,190238,40.6888130,-73.9273280,B,PATCHEN AVE,GATES AVE,Quincy St.,,,,,,Y,11221,303,36
11517,03/09/2016,Mobilitie I,CITY,Brooklyn,1001275,189292,40.6862230,-73.9386130,B,Marcus Garvey blvd.,Madison st.,Monroe St,,,,,,Y,11221,303,36
11513,03/09/2016,Mobilitie I,CITY,Brooklyn,1003629,190192,40.6886890,-73.9301220,B,MALCOLM X BLVD,GATES AVE,Quincy St.,,,,,,Y,11221,303,36
8376,02/25/2011,Crown Castle NG,CITY,Brooklyn,999704,189040,40.6855340,-73.9442780,B,Tompkins Ave,Madison St,Monroe St,,,,,,Y,11221,303,36
8375,02/25/2011,Crown Castle NG,CITY,Brooklyn,999000,188110,40.6829830,-73.9468180,B,Marcy Ave,Hancock St,Jefferson Ave,,Bedford Historic District,,,,Y,11216,303,36
8374,02/25/2011,Crown Castle NG,CITY,Brooklyn,998063,188455,40.6839310,-73.9501960,B,Nostrand Ave,Putnam Ave,Jefferson Ave,,,,,,Y,11216,303,36
12467,08/10/2016,Mobilitie I,CITY,Brooklyn,1003656,187134,40.6802950,-73.9300340,B,Chauncy St,Malcolm X Blvd,Stuyvessant Ave,,,,,,Y,11233,303,36
8334,02/25/2011,Crown Castle NG,CITY,Brooklyn,1004179,186088,40.6774230,-73.9281510,B,Atlantic Ave,Hunterfly Pl,Rochester Ave,,,,,,Y,11233,303,36
11449,03/09/2016,Mobilitie I,CITY,Bronx,1011710,252575,40.8598920,-73.9007290,C,184TH ST,MORRIS AVE,CRESTON AVE,,,,,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Y,10468,205,14
5030,05/09/2008,Crown Castle NG,CITY,Bronx,1012054,252648,40.8600910,-73.8994850,C,Creston Ave,E 184th St,E 188th St,,,,,,Y,10468,205,14
4841,04/04/2008,Crown Castle NG,UTILITY,Bronx,1011563,252363,40.8593110,-73.9012610,C,Morris Ave,Field Pl,E 183rd St,,,,,,Y,10468,205,14
4803,04/04/2008,Crown Castle NG,UTILITY,Bronx,1007546,252068,40.8585130,-73.9157840,C,Sedgwick Ave,Hall of Fame Terr,W 180th St,,,,,,Y,10468,205,14
4446,04/10/2008,Crown Castle NG,CITY,Bronx,1011776,253355,40.8620330,-73.9004870,C,Walton Ave,E Fordham Rd,E 184th St,,,,Fordham Road BID,,Y,10468,205,14
11443,03/09/2016,Mobilitie I,CITY,Bronx,1007274,250052,40.8529800,-73.9167740,C,PHELAN PL,BILLNSLEY TR,INTERSECTION,,,,,,Y,10453,205,14
10715,09/02/2015,Mobilitie I,CITY,Bronx,1009612,248581,40.8489360,-73.9083280,C,MORRIS AV,MT. HOPE PL.,E. 177TH ST.,,,,,,Y,10453,205,14
10714,09/02/2015,Mobilitie I,CITY,Bronx,1009005,247893,40.8470490,-73.9105250,C,WALTON AV,E. 175TH ST.,HENWOOD PL.,,,,,,Y,10453,205,14
6795,04/14/2009,Crown Castle NG,CITY,Bronx,1011387,251295,40.8563800,-73.9019020,C,E 182nd St,Creston Ave,Morris Ave,,,,,,Y,10453,205,14
6672,04/14/2009,Crown Castle NG,CITY,Bronx,1007036,248165,40.8478010,-73.9176410,C,Nelson Ave,Brandt Pl,Crotona Rd,,,,,,Y,10453,205,14
4951,04/04/2008,Crown Castle NG,UTILITY,Bronx,1010035,249211,40.8506640,-73.9067970,C,Creston Ave,E Tremont Ave,E 178th St,,,,,,Y,10453,205,14
4921,04/04/2008,Crown Castle NG,UTILITY,Bronx,1009609,251755,40.8576480,-73.9083270,C,Aqueduct Ave,Clinton Pl,W 182nd St,,,,,P S 91,Y,10453,205,14
4913,04/04/2008,Crown Castle NG,UTILITY,Bronx,1006959,250159,40.8532740,-73.9179120,C,Sedgwick Ave,W Tremont Ave,W Burnside Ave,,,,,,Y,10453,205,14
4911,04/04/2008,Crown Castle NG,UTILITY,Bronx,1008936,250209,40.8534060,-73.9107660,C,Harrison Ave,W Burnside Ave,Kingsland Ave,,,,,,Y,10453,205,14
4868,04/04/2008,Crown Castle NG,UTILITY,Bronx,1006513,248788,40.8495130,-73.9195290,C,Montgomery Ave,W 176th St,W 175th St,,,,,,Y,10453,205,14
4844,04/04/2008,Crown Castle NG,UTILITY,Bronx,1008408,249088,40.8503310,-73.9126780,C,W Tremont Ave,Grand Ave,W 177th St,,,,,,Y,10453,205,14
4790,04/04/2008,Crown Castle NG,UTILITY,Bronx,1010569,250911,40.8553280,-73.9048600,C,Walton Ave,E 181st St,E Burnside Ave,Walton Park,,,,,Y,10453,205,14
4781,04/04/2008,Crown Castle NG,UTILITY,Bronx,1006447,249112,40.8504020,-73.9197670,C,Popham Ave,W 176th St,Palisade Pl,,,,,,Y,10453,205,14
4762,04/04/2008,Crown Castle NG,UTILITY,Bronx,1008582,247662,40.8464160,-73.9120550,C,Townsend Ave,Clifford Pl,E 175th St,,,,,,Y,10453,205,14
4674,04/04/2008,Crown Castle NG,UTILITY,Bronx,1007980,250973,40.8555060,-73.9142190,C,W. 179th St,Loring Pl,Hennnessy Pl,,,,,,Y,10453,205,14
4591,04/04/2008,Crown Castle NG,UTILITY,Bronx,1007550,249134,40.8504590,-73.9157800,C,Dr M L King Jr Blvd,W Tremont Ave,W 176th St,,,,,,Y,10453,205,14
4574,04/04/2008,Crown Castle NG,UTILITY,Bronx,1008799,250762,40.8549250,-73.9112590,C,Dr M L King Jr Blvd,W 179th St,W 180th St,,,,,,Y,10453,205,14
4444,04/10/2008,Crown Castle NG,CITY,Bronx,1007813,249894,40.8525450,-73.9148260,C,Andrews Ave,W Tremont Ave,W Burnside Ave,,,,,,Y,10453,205,14
4442,04/10/2008,Crown Castle NG,CITY,Bronx,1010260,249997,40.8528210,-73.9059810,C,Morris Ave,E Burnside Ave,E 179th St,,,,,,Y,10453,205,14
4439,04/10/2008,Crown Castle NG,CITY,Bronx,1009208,248365,40.8483440,-73.9097890,C,Walton Ave,W 176th St,Mount Hope Pl,,,,,,Y,10453,205,14
4438,04/10/2008,Crown Castle NG,CITY,Bronx,1008353,248410,40.8484700,-73.9128800,C,Davidson Ave,W 176th St,W 177th St,,,,,,Y,10453,205,14
4436,04/10/2008,Crown Castle NG,CITY,Bronx,1010875,249927,40.8526270,-73.9037580,C,Grand Concourse,E Burnside Ave,E 180th St,,,,,,Y,10453,205,14
4432,04/10/2008,Crown Castle NG,CITY,Bronx,1007508,250620,40.8545380,-73.9159260,C,W Burnside Avenue,Osborne Place,Henneyssy Place,,,,,,Y,10453,205,14
4431,04/10/2008,Crown Castle NG,CITY,Bronx,1009379,249575,40.8516650,-73.9091670,C,Jerome Ave,E Tremont Ave,E 177th St,,,,,,Y,10453,205,14
4402,04/10/2008,Crown Castle NG,CITY,Bronx,1007756,247971,40.8472670,-73.9150390,C,Grand Ave,W 174th St,W 174th St,,,,,,Y,10453,205,14
4400,04/10/2008,Crown Castle NG,CITY,Bronx,1009597,250806,40.8550430,-73.9083740,C,Grand Ave,W 180th St,W Burnside Ave,,,,,,Y,10453,205,14
4399,04/10/2008,Crown Castle NG,CITY,Bronx,1009477,250205,40.8533940,-73.9088100,C,Davidson Ave,W Burnside Ave,W Tremont Ave,,,,,,Y,10453,205,14
4398,04/10/2008,Crown Castle NG,CITY,Bronx,1011014,252064,40.8584920,-73.9032470,C,E 183rd St,Jerome Ave,Walton Ave,,,,,,Y,10453,205,14
10713,09/02/2015,Mobilitie I,CITY,Bronx,1007997,247283,40.8453780,-73.9141700,C,JEROME AV,FEATHERBED LN.,ROUTE 1 EXIT RAMP,Featherbenches,,,,,N,10452,205,14
4422,04/10/2008,Crown Castle NG,CITY,Bronx,1005959,247495,40.8459650,-73.9215360,C,University Ave,Featherbed Ln,I-95,,,,,,Y,10452,205,14
4380,04/10/2008,Crown Castle NG,CITY,Bronx,1006868,247282,40.8453780,-73.9182510,C,Jesup Ave,Cross Bronx Expwy,Featherbed Ln,Park,,,,,Y,10452,205,14
12278,08/10/2016,Mobilitie I,CITY,Bronx,1012483,255405,40.8676570,-73.8979220,C,West Kingsbridge rd,Jerome ave,Davidson ave,,,,,,Y,10468,207,14
11282,12/15/2015,ZenFi,CITY,Bronx,1011350,253647,40.8628360,-73.9020260,C,W Fordham Rd,Davidson av,Jerome Ave,,,,Fordham Road BID,,Y,10468,207,14
11278,12/15/2015,ZenFi,CITY,Bronx,1013366,254818,40.8660430,-73.8947320,C,Grand Concourse,E Kingsbridge Rd,E 193rd St,,,,,P S 246 POE CENTER,Y,10468,207,14
6674,04/14/2009,Crown Castle NG,CITY,Bronx,1013695,256579,40.8708750,-73.8935350,C,Morris Ave,Parkview Terrace,Jerome Ave,,,,,,Y,10468,207,14
5026,05/09/2008,Crown Castle NG,CITY,Bronx,1009803,252587,40.8599310,-73.9076230,C,Martin Luther King Blvd,W 183rd St,W Fordham Rd,,,,,,Y,10468,207,14
4973,04/04/2008,Crown Castle NG,UTILITY,Bronx,1009129,253025,40.8611350,-73.9100580,C,Sedgwick Ave,W 183rd St,W Fordham Rd,,,,,,Y,10468,207,14
4847,04/04/2008,Crown Castle NG,UTILITY,Bronx,1010080,253466,40.8623420,-73.9066180,C,Andrews Ave,W Fordham Rd,W 183rd St,,,,,,Y,10468,207,14
4815,04/04/2008,Crown Castle NG,UTILITY,Bronx,1010432,254298,40.8646250,-73.9053420,C,Devoe Terr,W 190th St,Webb Ave,,,,,,Y,10468,207,14
4812,04/04/2008,Crown Castle NG,UTILITY,Bronx,1008565,253187,40.8615810,-73.9120960,C,Cedar Ave,W Fordham Rd,W 180th St,,,,,,Y,10468,207,14
4732,04/04/2008,Crown Castle NG,UTILITY,Bronx,1009661,255654,40.8683490,-73.9081240,C,Bailey Ave,Health Ave,Sedgwick Ave,Fordham Landing Playground,,,,,Y,10468,207,14
4657,04/04/2008,Crown Castle NG,UTILITY,Bronx,1010177,254472,40.8651030,-73.9062630,C,Webb Ave,Devoe Terr,W 190th St,,,,,,Y,10468,207,14
4656,04/04/2008,Crown Castle NG,UTILITY,Bronx,1011609,254982,40.8664990,-73.9010840,C,W 192nd St,Aqueduct Ave,Grand Ave,Aqueduct Walk,,,,,Y,10468,207,14
4456,04/10/2008,Crown Castle NG,CITY,Bronx,1014182,256523,40.8707200,-73.8917740,C,Creston Ave,E 198th St,Minerva Pl,,,,,,Y,10468,207,14
4448,04/10/2008,Crown Castle NG,CITY,Bronx,1010739,254100,40.8640810,-73.9042330,C,University Ave,Father Zeiser Pl,W Fordham Rd,Devoe Park,,,,,Y,10468,207,14
4447,04/10/2008,Crown Castle NG,CITY,Bronx,1010907,252933,40.8608770,-73.9036300,C,Davidson Ave,W 184th St,North St,,,,,,Y,10468,207,14
4445,04/10/2008,Crown Castle NG,CITY,Bronx,1012269,255388,40.8676110,-73.8986960,C,W Kingsbridge Rd,Davidson Ave,Grand Ave,,,,,,Y,10468,207,14
4437,04/10/2008,Crown Castle NG,CITY,Bronx,1011343,254272,40.8645510,-73.9020490,C,W 190th St,Grand Ave,Aqueduct Ave,,,,,,Y,10468,207,14
4433,04/10/2008,Crown Castle NG,CITY,Bronx,1009447,254081,40.8640320,-73.9089040,C,Sedgwick Ave,Webb Ave,Bailey Ave,,,,,,Y,10468,207,14
4430,04/10/2008,Crown Castle NG,CITY,Bronx,1012983,254744,40.8658410,-73.8961170,C,E 193rd St,Creston Ave,Morris Ave,St. James Park,,,,,Y,10468,207,14
4429,04/10/2008,Crown Castle NG,CITY,Bronx,1009333,252746,40.8603680,-73.9093210,C,W 183rd St,Loring PI N,Andrews Ave,,,,,,Y,10468,207,14
4427,04/10/2008,Crown Castle NG,CITY,Bronx,1013303,255837,40.8688400,-73.8949560,C,Morris Ave,E 196st St,Parkview Terr,,,,,,Y,10468,207,14
4426,04/10/2008,Crown Castle NG,CITY,Bronx,1010325,252281,40.8590890,-73.9057370,C,Grand Ave,W 183rd St,Evelyn Pl,,,,,,Y,10468,207,14
4766,04/04/2008,Crown Castle NG,UTILITY,Bronx,1008677,252293,40.8591270,-73.9116940,C,Hall of Fame Terr,Loring Pl N,Sedgwick Ave,,,,,,Y,10453,207,14
11868,04/23/2016,Crown Castle NG,CITY,Bronx,1008131,245824,40.8413730,-73.9136910,C,E 172nd street,Wythe Pl,Grand Concourse,,,,,,N,10452,204,14
11324,12/15/2015,ZenFi,CITY,Bronx,1007734,245098,40.8393810,-73.9151290,C,170th ST,Wythe Pl,171 ST,,,,,,Y,10452,204,14
10709,09/02/2015,Mobilitie I,CITY,Bronx,1008191,246389,40.8429240,-73.9134720,C,WALTON ST.,HAWKSTONE ST.,E. MT. EDEN AV,,,,,,Y,10452,204,14
10707,09/02/2015,Mobilitie I,CITY,Bronx,1007122,247085,40.8448370,-73.9173340,C,MACOMBS RD.,W. MT. EDEN RD.,GOBLE PL.,Park,,,,,Y,10452,204,14
4375,04/10/2008,Crown Castle NG,CITY,Bronx,1008344,246642,40.8436180,-73.9129190,C,E Mount Eden Ave,Walton Ave,Grand Concourse,Mount Eden Malls,,,,,Y,10452,204,14
4374,04/10/2008,Crown Castle NG,CITY,Bronx,1007937,245464,40.8403850,-73.9143940,C,Wythe Pl,E 171st St,E 172nd St,,,,,,Y,10452,204,14
4367,04/10/2008,Crown Castle NG,CITY,Bronx,1007683,246070,40.8420490,-73.9153100,C,Townsend Ave,E 172nd St,E Mount Eden Ave,,,,,,Y,10452,204,14
13162,08/26/2016,Mobilitie I,UTILITY,Bronx,1011301,259218,40.8781260,-73.9021810,B,Bailey Ave,W 231st St,W 233rd St,,,,,,Y,10463,208,14
4928,04/04/2008,Crown Castle NG,UTILITY,Bronx,1011441,258664,40.8766050,-73.9016760,B,Albany Crescent,Kingsbridge Terr,Heath Ave,,,,,,Y,10463,208,14
4927,04/04/2008,Crown Castle NG,UTILITY,Bronx,1010724,256393,40.8703740,-73.9042780,B,W Kingsbridge Rd,Kingsbridge Terr,Sedgwick Ave,,,,,,Y,10463,208,14
4893,04/04/2008,Crown Castle NG,UTILITY,Bronx,1010895,257959,40.8746720,-73.9036540,B,Heath Ave,W 229th St,W 230th St,,,,,,Y,10463,208,14
4278,04/10/2008,Crown Castle NG,CITY,Bronx,1010193,258614,40.8764720,-73.9061890,B,Exterior St,W 230th Street,W Kingsbridge Rd,,,,,,Y,10463,208,14
12280,08/10/2016,Mobilitie I,CITY,Bronx,1012128,256961,40.8719290,-73.8991990,B,University ave,W197st,Strong st,,,,,,Y,10468,208,14
12277,08/10/2016,Mobilitie I,CITY,Bronx,1012203,256184,40.8697960,-73.8989310,B,Reservoir Ave,W195 st,Strong St,,,,,,Y,10468,208,14
6655,03/04/2009,Crown Castle NG,CITY,Bronx,1011842,258432,40.8759670,-73.9002270,B,Sedgwick Ave,Connecting Rd(Fr. David Casella Triangle),Reservoir Ave,GREENSTREET,,,,,Y,10468,208,14
4324,04/10/2008,Crown Castle NG,CITY,Bronx,1011903,257005,40.8720500,-73.9000130,B,Claflin Ave,W 197th St,W 195th St,,,,,,Y,10468,208,14
4322,04/10/2008,Crown Castle NG,CITY,Bronx,1011507,256379,40.8703340,-73.9014470,B,W 195th St,Webb Ave,Claflin Ave,,,,,,Y,10468,208,14
4285,04/10/2008,Crown Castle NG,CITY,Bronx,1011749,255917,40.8690650,-73.9005740,B,University Ave,Eames Ave,W Kingsbridge Rd,,,,,,Y,10468,208,14
12251,08/10/2016,Mobilitie I,CITY,Brooklyn,1000277,182537,40.6676840,-73.9422270,B,Kingston ave,President st,Union st,,,,,,Y,11213,309,35
12204,08/10/2016,Mobilitie I,CITY,Brooklyn,1000982,181843,40.6657780,-73.9396880,B,Albany Ave,Crown St,Carroll St,,,,,,Y,11213,309,35
11419,03/09/2016,Mobilitie I,CITY,Brooklyn,1000214,181889,40.6659060,-73.9424560,B,Kingston Ave,Crown St,Carroll St,,,,,,Y,11213,309,35
8295,01/28/2011,Crown Castle NG,CITY,Brooklyn,1000184,181251,40.6641550,-73.9425660,B,Empire Blvd,Kingston Ave,Albany Ave,,,,,,Y,11213,309,35
8233,01/28/2011,Crown Castle NG,CITY,Brooklyn,1000960,181513,40.6648720,-73.9397680,B,Montgomery St,Albany Ave,Crown St,,,,,,Y,11213,309,35
12461,08/10/2016,Mobilitie I,CITY,Brooklyn,998618,181684,40.6653460,-73.9482090,B,New York Ave,Montgomery St,Crown St,,,,,,Y,11225,309,35
12249,08/10/2016,Mobilitie I,CITY,Brooklyn,994777,183185,40.6694710,-73.9620520,B,Classon,President st,Washington ave,GREENSTREET,,,,,Y,11225,309,35
12248,08/10/2016,Mobilitie I,CITY,Brooklyn,995791,183276,40.6697190,-73.9583970,B,Franklin,Union st,President St,,,,,,Y,11225,309,35
12250,08/10/2016,Mobilitie I,CITY,Brooklyn,1001100,183467,40.6702350,-73.9392580,B,Albany ave,Lincoln pl,St. Johns pl,,,,,,Y,11213,308,35
11163,10/30/2015,Extenet II,CITY,Brooklyn,992270,187611,40.6816220,-73.9710840,B,PACIFIC ST,CARLTON AV,6TH AV,,,,,,Y,11217,308,35
12603,08/10/2016,Mobilitie I,CITY,Brooklyn,994177,187238,40.6805960,-73.9642090,B,Washington Ave,Atlantic Ave,Pacific St,,,,,,Y,11238,308,35
12459,08/10/2016,Mobilitie I,CITY,Brooklyn,995024,184172,40.6721800,-73.9611600,B,Lincoln Pl,Classon Ave,N Service Rd,,,,,,Y,11238,308,35
8499,10/21/2011,Crown Castle NG,CITY,Brooklyn,994524,185689,40.6763440,-73.9629600,B,Grand Ave,Prospect Pl,Washignton Ave,,,,,,Y,11238,308,35
8498,10/21/2011,Crown Castle NG,CITY,Brooklyn,995562,186091,40.6774460,-73.9592180,B,Classon Ave,Bergen St,St. Mark'sAve,,,,,,Y,11238,308,35
8496,10/21/2011,Crown Castle NG,CITY,Brooklyn,996410,185512,40.6758560,-73.9561610,B,Franklin Ave,St Marks Ave,Prospect Pl,,,,,,Y,11238,308,35
8473,10/21/2011,Crown Castle NG,CITY,Brooklyn,993611,185597,40.6760930,-73.9662520,B,Underhill Ave,Park Pl,Sterling Pl,,Prospect Heights Historic District,,,,Y,11238,308,35
8493,10/21/2011,Crown Castle NG,CITY,Brooklyn,998026,184272,40.6724500,-73.9503380,B,Nostrand Ave,Sterling Pl,John's Pl,,,,,,Y,11216,308,35
12434,08/10/2016,Mobilitie I,CITY,Brooklyn,989639,193134,40.6967830,-73.9805660,B,Navy St,Tillary St,Concord St,,,,,,Y,11201,302,35
12433,08/10/2016,Mobilitie I,CITY,Brooklyn,990107,191455,40.6921750,-73.9788800,B,Ashland Pl,Willoughby St,Myrtle Ave,,,,Myrtle Avenue Brooklyn Partnership,,Y,11201,302,35
11829,04/08/2016,Crown Castle NG,CITY,Brooklyn,989413,190685,40.6900610,-73.9813830,B,Flatbush Ave Ext,Dekalb Ave,Fleet St,University Place,,,,,N,11201,302,35
12504,08/10/2016,Mobilitie I,CITY,Brooklyn,993131,191950,40.6935310,-73.9679740,B,Waverly ave,Myrtle ave,Park ave,,,,Myrtle Avenue Brooklyn Partnership,,Y,11205,302,35
11164,10/30/2015,Extenet II,CITY,Brooklyn,991736,190504,40.6895630,-73.9730060,B,DEKALB AV,CUMBERLAND ST,CARLTON AV,,Fort Greene Historic District,,,,Y,11205,302,35
11931,05/07/2016,Extenet II,CITY,Brooklyn,991994,188587,40.6843010,-73.9720780,B,CUMBERLAND ST,ATLANTIC COMMONS,FULTON ST,,,,,,Y,11217,302,35
12533,08/10/2016,Mobilitie I,CITY,Brooklyn,993499,189412,40.6865640,-73.9666510,B,Greene Ave,Waverly Ave,Clinton Ave,,Clinton Hill Historic District,,,,Y,11238,302,35
13444,09/22/2016,Crown Castle NG,CITY,Manhattan,986807,219474,40.7690810,-73.9907690,A,W 56th St,11th Ave,10th Ave,,,,,,Y,10019,104,6
13397,09/22/2016,Crown Castle NG,CITY,Manhattan,986346,219488,40.7691200,-73.9924330,A,11th Ave,W 55th St,W 56t St,,,,,,Y,10019,104,6
13396,09/22/2016,Crown Castle NG,CITY,Manhattan,987109,219613,40.7694630,-73.9896780,A,W 57th St,10th Ave,11th Ave,,,,,,Y,10019,104,6
13280,09/09/2016,Crown Castle Fiber,CITY,Manhattan,986474,219720,40.7697570,-73.9919710,A,11th Ave,W 56th St,W 57th St,,,,,,Y,10019,104,6
12878,09/09/2016,Crown Castle Fiber,CITY,Manhattan,986282,220715,40.7724880,-73.9926640,A,W 59th St,12th Ave,11th Ave,,,,,,Y,10019,104,6
12622,09/09/2016,Crown Castle Fiber,CITY,Manhattan,986847,220392,40.7716010,-73.9906240,A,11th Ave,W 59th St,W 58th St,,,,,,Y,10019,104,6
11016,10/16/2015,Crown Castle NG,CITY,Manhattan,986922,220363,40.7715210,-73.9903530,A,11th Ave,W 59th St,W 58th St,,,,,,N,10019,104,6
11014,10/16/2015,Crown Castle NG,CITY,Manhattan,986123,220779,40.7726640,-73.9932380,A,12th Ave,W 59th St,W 58th St,,,,,,N,10019,104,6
2066,06/16/2005,Extenet II,CITY,Manhattan,986690,219928,40.7703280,-73.9911910,A,11th Avenue,57th Street,58th Street,,,,,,Y,10019,104,6
13019,09/09/2016,Crown Castle Fiber,CITY,Manhattan,989824,219423,40.7689400,-73.9798770,A,West Dr,Center Dr,65th St Transverse,Central Park,,Central Park,,,Y,00083,164,6
13015,09/09/2016,Crown Castle Fiber,CITY,Manhattan,991493,221389,40.7743350,-73.9738490,A,Terrace Dr,West Dr,Center Drive,Central Park,,Central Park,,,Y,00083,164,6
13013,09/09/2016,Crown Castle Fiber,CITY,Manhattan,991047,221498,40.7746340,-73.9754590,A,Terrace Dr,West Dr,Central Park W,Central Park,,Central Park,,,Y,00083,164,6
13011,09/09/2016,Crown Castle Fiber,CITY,Manhattan,990766,220857,40.7728750,-73.9764750,A,West Dr,Warner Leroy Pl,Terrace Dr,Central Park,,Central Park,,,Y,00083,164,6
